Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
crawl space waterproofing companies near me,1,1,110,25,17.74,https://www.groundworks.com/locations/groundworks-livonia/groundworks-livonia-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_fsm-liv,14,0.01,248.00,0.61,2790000,"[19,19,19,26,53,26,11,100,100,53,26,26]",2026-02-27,"Local pack, People also ask, Related searches",transactional,Local pack
vapor barriers brookings,2,2,110,0,0.00,https://www.groundworks.com/service-areas/south-dakota/brookings-sd/,14,0.01,0.00,0,27200,"[64,41,23,41,29,52,41,100,100,82,100,100]",2026-01-22,Sitelinks,informational,Organic
foundation crack repair near me,13,13,3600,7,17.37,https://www.groundworks.com/service-areas/south-carolina/spartanburg-sc/,14,0.01,243.00,0.09,0,"[16,23,44,29,35,54,100,81,44,29,23,16]",2026-03-07,"Local pack, Video, Image, Related searches",transactional,Organic
what is mudjacking,2,2,480,7,4.03,https://www.groundworks.com/resources/what-is-mudjacking/,14,0.01,56.00,0.36,236000,"[36,44,36,66,66,66,81,81,81,66,66,44]",2026-02-17,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
foundation contractors near me,23,23,9900,42,13.72,https://www.groundworks.com/,14,0.01,192.00,0.67,77400000,"[13,10,24,29,19,44,44,100,100,54,29,44]",2026-03-04,"Local pack, Video, People also ask, Related searches",transactional,Organic
u.s. cities with most rainy days,1,1,110,29,0.00,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,14,0.01,0.00,0.01,59900000,"[23,33,52,80,52,80,100,80,9,42,42,9]",2026-01-16,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
foundation repair lincoln ne,1,1,110,18,62.74,https://www.groundworks.com/service-areas/lincoln/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-lin,14,0.01,878.00,0.95,3770000,"[26,42,34,53,34,42,42,65,42,65,42,34]",2026-01-20,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Local pack
what are rim joists,1,1,320,9,0.97,https://www.groundworks.com/glossary/rim-joists/,14,0.01,13.00,0.04,1600000,"[66,44,36,29,23,23,54,54,36,66,44,81]",2026-03-06,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
basement house,1,1,1300,24,0.82,https://www.groundworks.com/glossary/everything-you-need-to-know-about-basements/,14,0.01,11.00,0.24,290000000,"[35,29,35,7,29,29,24,35,10,24,35,18]",2026-02-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Things to know
basement waterproofing denver co,1,1,110,9,27.36,https://www.groundworks.com/locations/groundworks-denver/groundworks-denver-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-dnv,14,0.01,383.00,0.74,259000,"[33,52,52,19,33,100,80,66,66,52,66,52]",2026-01-26,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Local pack
crawlspace repairs,1,1,1600,19,18.16,https://www.groundworks.com/service-areas/crawl-space-repair-springfield-mo/,14,0.01,254.00,0.3,4510000,"[2,3,4,5,3,8,100,66,53,35,24,53]",2026-02-02,"Local pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
slab foundation meaning,1,1,110,14,0.00,https://www.groundworks.com/glossary/slab-foundation/,14,0.01,0.00,0.02,43700000,"[50,78,50,78,78,100,78,78,78,78,64,50]",2026-01-31,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
drywall cracks normal,1,1,110,9,1.68,https://www.groundworks.com/resources/drywall-cracks-when-to-worry/,14,0.01,23.00,0.22,720000,"[9,52,52,52,42,42,52,42,33,66,80,100]",2026-03-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
basement waterproofing minnesota,1,1,110,45,23.90,https://www.groundworks.com/locations/groundworks-minneapolis/groundworks-minneapolis-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_iba-msp,14,0.01,334.00,0.67,172000,"[43,21,21,43,28,34,53,53,53,28,34,28]",2026-01-28,"Local pack, Video, Image, People also ask, Related searches",commercial,Local pack
foundations wichita ks,1,1,110,7,0.00,https://www.groundworks.com/locations/groundworks-wichita/groundworks-wichita-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-ict,14,0.01,0.00,0.02,5860000,"[64,82,64,23,52,82,82,52,64,82,100,100]",2026-01-21,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Local pack
basement flooding solutions wilmington de,1,1,110,12,0.00,https://www.groundworks.com/service-areas/basement-waterproofing-wilmington-de/,14,0.01,0.00,0,193000,[100],2026-02-10,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",commercial,Organic
why does humidity make it feel hotter,2,2,480,22,0.00,https://www.groundworks.com/resources/how-humidity-affects-indoor-temperature/,14,0.01,0.00,0,4720000,"[8,11,7,7,13,20,68,84,37,25,7,2]",2026-02-19,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
sagging floor repair near me,1,1,2400,8,12.84,https://www.groundworks.com/service-areas/crawl-space-repair-york-me/,14,0.01,179.00,0.96,6630000,"[24,15,24,15,4,36,43,43,100,81,4,3]",2026-03-05,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",transactional,AI overview
groundwork services,1,1,110,42,7.48,https://www.groundworks.com/,14,0.01,104.00,0.05,34500000,"[9,52,42,80,80,100,80,9,14,52,52,52]",2026-02-28,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
where in the us does it rain the most,3,3,590,35,0.56,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,14,0.01,7.00,0.01,1350000000,"[54,54,100,100,67,100,81,81,67,67,67,19]",2026-01-08,"Image pack, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
concrete foundation underpinning,8,8,2900,11,4.65,https://www.groundworks.com/locations/groundworks-colorado-springs/groundworks-colorado-springs-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-cos,14,0.01,65.00,0.18,0,"[4,4,5,4,5,5,7,100,100,100,100,100]",2026-03-06,"Local pack, Video, Video Carousel, Related searches, AI overview",informational,Local pack
foundation repair professional,9,0,3600,49,16.88,https://www.groundworks.com/resources/ultimate-guide-foundation-repair/,14,0.01,236.00,0.11,0,"[1,19,66,66,66,100,0,3,36,54,29,24]",2026-03-08,"Local pack, Video, Video Carousel, Related searches",commercial,Organic
what city in the united states gets the most rain,1,1,110,29,0.00,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,14,0.01,0.00,0.01,749000000,"[82,52,52,100,41,41,82,82,41,52,82,52]",2026-02-18,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
crawl space support piers,1,1,320,2,4.21,https://www.groundworks.com/solutions/foundation-repair/crawl-space-supports/,14,0.01,58.00,0.05,956000,"[15,19,23,23,23,23,23,54,44,54,100,81]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
crawl space to basement conversion,3,3,590,2,4.62,https://www.groundworks.com/resources/can-i-dig-out-my-crawl-space-into-a-full-basement/,14,0.01,64.00,0.55,1080000,"[3,2,2,3,10,10,7,20,54,36,41,100]",2026-01-29,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
basement services near me,1,1,110,30,22.61,https://www.groundworks.com/locations/groundworks-pittsburgh/groundworks-pittsburgh-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_bkw-pit,14,0.01,316.00,0.54,131000000,"[19,26,19,26,34,26,34,100,80,53,53,53]",2026-03-02,"Local pack, People also ask, Related searches",transactional,Local pack
foundation repair cost,17,17,9900,31,7.49,https://www.groundworks.com/resources/how-much-does-foundation-repair-cost/,14,0.01,104.00,0.29,188000000,"[54,24,24,44,36,66,66,81,100,81,66,66]",2026-03-05,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
concrete+leveling+near+me,5,5,590,44,0.00,https://www.groundworks.com/solutions/concrete-lifting/,14,0.01,0.00,0,31900000,"[100,1,0,0,0]",2026-02-21,"Local pack, Sitelinks, Video, Image, Related searches",transactional,Organic
home foundation repair,20,0,9900,23,19.20,https://www.groundworks.com/solutions/foundation-repair/,14,0.01,268.00,0.54,0,"[13,24,24,29,44,54,81,100,66,54,54,16]",2026-03-09,"Local pack, Sitelinks, Video, Related searches, Short videos",commercial,Organic
frost line,9,9,1600,44,1.09,https://www.groundworks.com/resources/frost-line-depth-in-northern-new-england-how-it-impacts-foundations-and-repairs/,14,0.01,15.00,0.13,357000000,"[55,65,55,65,55,55,34,44,44,55,65,65]",2026-01-31,"Sitelinks, Video, Image, People also ask, Related searches, See results about, AI overview",informational,Organic
fix house foundation,6,6,2900,29,19.20,https://www.groundworks.com/resources/easy-steps-to-repair-house-foundation/,14,0.01,268.00,0.54,0,"[1,2,2,19,81,100,81,81,19,81,10,15]",2026-03-07,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
foundation companies,7,7,2900,28,23.89,https://www.groundworks.com/solutions/foundation-repair/,14,0.01,334.00,0.37,1360000000,"[18,35,13,13,24,81,81,100,81,81,100,53]",2026-03-03,"Local pack, Video, People also ask, Related searches",commercial,Organic
coppell foundation repair,2,2,320,4,0.00,https://www.groundworks.com/service-areas/foundation-repair-coppell-tx/,14,0.01,0.00,1,206000,"[0,0,0,0,0,100,0,1,1,1,1,2]",2026-02-21,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
wet basement waterproofing,6,6,590,41,9.10,https://www.groundworks.com/solutions/basement-waterproofing/,14,0.01,127.00,0.43,0,"[13,20,24,36,30,36,30,62,62,36,20,24]",2026-03-02,"Knowledge panel, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
foundation repair permit,1,1,110,5,3.81,https://www.groundworks.com/resources/does-foundation-repair-require-a-permit/,14,0.01,53.00,0.02,17800000,"[11,11,64,64,52,100,64,82,52,82,100,52]",2026-01-29,"Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
underpinning foundation repair,1,1,110,12,11.23,https://www.groundworks.com/resources/residential-foundation-underpinning-repair/,14,0.01,157.00,0.02,7220000,"[3,3,18,18,8,6,3,18,18,8,8,100]",2026-02-08,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
aqua stop,1,1,110,0,2.21,https://www.groundworks.com/solutions/basement-waterproofing/vapor-barrier/,14,0.01,30.00,0.11,248000000,"[28,23,28,23,23,43,23,35,28,17,28,17]",2026-01-26,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, See results about, AI overview","commercial, informational",Organic
foundation repair jackson ms,1,1,170,,20.01,https://www.groundworks.com/locations/groundworks-jackson/groundworks-jackson-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-jan,13,0.01,260.00,0.75,27700000,"[53,34,43,53,81,53,34,53,43,81,65,53]",2026-02-06,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,Local pack
drainage matting,1,1,210,4,2.75,https://www.groundworks.com/solutions/crawl-space-repair/drainage-matting/,13,0.01,35.00,1,73200000,"[6,10,20,16,16,16,13,30,20,20,30,8]",2026-02-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Short videos",transactional,People also ask
class a fire rated,1,1,320,22,0.30,https://www.groundworks.com/glossary/class-a-fire-rating/,13,0.01,3.00,0.02,629000000,"[36,81,23,10,44,12,15,44,81,19,19,19]",2026-02-04,"Video, People also ask, Related searches, AI overview",informational,People also ask
commercial foundation repair company,3,3,210,16,0.00,https://www.groundworks.com/commercial/solutions/foundation-repair/,13,0.01,0.00,0.33,51500000,"[0,14,14,29,29,29,29,100,100,54,43,43]",2026-03-04,"Local pack, Video, Related searches, AI overview",informational,Organic
nail pops on ceiling,1,1,320,17,2.28,https://www.groundworks.com/solutions/foundation-repair/drywall-nail-pops/,13,0.01,29.00,0.04,11900000,"[21,21,11,26,59,100,32,21,26,7,9,21]",2026-03-03,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Things to know, AI overview",informational,People also ask
humidity scale,1,1,390,32,0.39,https://www.groundworks.com/resources/home-humidity-scale/,13,0.01,5.00,0.06,109000000,"[10,13,8,10,16,24,55,81,45,20,13,8]",2026-02-28,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, Things to know, AI overview",informational,AI overview
residential foundation repairs,1,1,170,28,26.22,https://www.groundworks.com/locations/groundworks-denver/groundworks-denver-branch/?utm_source=google&utm_medium=organic&utm_campaign=gmb_gw-dnv,13,0.01,340.00,0.58,42400000,"[100,8,15,15,18,81,11,11,35,35,18,8]",2026-01-15,"Local pack, Video, Ads bottom, Video Carousel, People also ask, Related searches",transactional,Local pack
roswell concrete lifting,3,3,210,3,0.00,https://www.groundworks.com/service-areas/concrete-lifting-roswell-ga/,13,0.01,0.00,0,225000,"[100,3,0,0,0]",2026-02-18,"Knowledge panel, Sitelinks, Video, Image, Ads bottom, People also ask, Popular products, Related searches, AI overview",commercial,Organic
skyscraper foundation,1,1,320,25,0.00,https://www.groundworks.com/resources/how-far-underground-are-skyscraper-foundations/,13,0.01,0.00,0,123000000,"[81,66,100,43,66,66,54,43,66,43,66,54]",2026-01-15,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",People also ask
wettest city in usa,3,3,170,37,0.16,https://www.groundworks.com/resources/worst-us-cities-for-rainfall/,13,0.01,2.00,0.01,4920000,"[20,20,16,5,8,100,0,0,0,0,0,0]",2026-01-22,"Video, People also ask, Related searches",informational,Organic
snowiest cities in us,7,7,720,35,0.15,https://www.groundworks.com/resources/top-10-snowiest-cities-in-the-us-how-heavy-snowfall-can-impact-your-home/,13,0.01,1.00,0.01,823000,"[30,36,79,30,20,16,10,20,41,24,20,41]",2026-01-26,"Video, People also ask, Related searches, AI overview",informational,Organic
haunted house interior,1,1,320,27,0.00,https://www.groundworks.com/resources/scariest-room-in-the-home/,13,0.01,0.00,0,40600000,"[8,10,10,16,13,13,10,20,24,36,76,24]",2026-01-30,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",informational,People also ask
greg green groungworks,4,4,210,6,0.00,https://www.groundworks.com/service-areas/california/,13,0.01,0.00,0,112000,"[100,0,0,0,0,0,0,0,0]",2026-02-18,"Image pack, Video",informational,Organic
basement air purifier,3,3,880,16,1.53,https://www.groundworks.com/resources/improve-basement-air-quality/,13,0.01,19.00,0.97,6280000,"[13,68,46,16,20,31,46,37,37,52,84,68]",2026-01-11,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview",commercial,People also ask
foundation underpinning services near me,3,3,720,58,0.00,https://www.groundworks.com/solutions/foundation-repair/,13,0.01,0.00,0,363000000,"[30,16,16,30,55,55,81,100,55,62,16]",2026-01-26,"Local pack, Sitelinks, People also ask, Related searches, AI overview",transactional,Organic
concrete leveling services,7,7,1900,23,15.14,https://www.groundworks.com/service-areas/concrete-lifting-fairfax-va/,13,0.01,196.00,0.16,151,"[4,29,43,65,54,54,22,100,81,54,16,22]",2026-03-05,"Local pack, Sitelinks, Video, Video Carousel, Related searches, See results about",commercial,Organic
