Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
concrete stair repair near me,40,40,260,30,8.36,https://www.a1foundationcrackrepair.com/residential-steps-repair,0,0,0.00,0.92,14300000,"[12,6,9,23,29,81,81,100,81,15,12,5]",2026-01-27,"Local pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,Organic
foundation crack repair mount sinai,27,27,90,3,0.00,https://www.a1foundationcrackrepair.com/connecticut,0,0,0.00,0,125000,"[14,100,33,42,23,33,33]",2026-02-04,"Local pack, People also ask, Related searches",commercial,Organic
crack near me,73,73,320,22,14.13,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.04,282000000,"[81,100,66,35,66,54,81,81,81,54,81,54]",2026-03-02,"Local pack, Sitelinks, People also ask",transactional,Organic
professional foundation waterproofing service,59,59,50,40,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0,25800000,"[42,100,100,71,100,71,100,100,42,0,0]",2026-01-26,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
professional foundation waterproofing service,90,90,50,40,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0,25800000,"[42,100,100,71,100,71,100,100,42,0,0]",2026-01-26,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
sump pump installation boston,96,96,40,4,0.00,https://www.a1foundationcrackrepair.com/sump-pump,0,0,0.00,0.1,562000,"[11,11,11,23,17,11,11,41,64,52,29,23]",2026-01-20,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
foundation crack specialists,8,8,70,8,21.61,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0.79,6500000,"[14,28,35,64,64,64,64,78,100,50,14,14]",2026-02-08,"Local pack, Video, People also ask, Related searches",commercial,Organic
leak stopper,1,1,1900,14,2.03,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,1,10800000,"[54,29,43,29,16,20,81,100,20,36,43,16]",2026-03-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,People also ask
fix a leaky pipe,2,2,50,33,10.40,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,0.95,459000000,"[3,100,34,42,0,3,3,0,26,19,15,3]",2026-01-14,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,People also ask
basement foundation repair,47,47,5400,28,18.41,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.47,23400000,"[5,8,10,19,19,44,44,66,100,24,66,12]",2026-03-03,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos",commercial,Organic
does flex seal work on wet surfaces,1,1,90,19,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,0.06,7200000,"[82,41,52,41,41,64,82,82,64,41,29,41]",2026-01-13,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
repairing cracked foundation,81,81,50,28,11.85,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.51,198,"[35,35,2,0,6,4,6,18,8,10,6,2]",2026-03-04,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
what is a cold joint concrete,70,70,140,5,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/leaking-cold-joints-repairs-in-basement-foundation-walls-floors-ma-ri-nh-ct,0,0,0.00,0,25600000,"[52,42,52,19,42,100,80,80,33,100,80,100]",2026-01-28,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
southlake foundation crack repair,95,95,50,,0.00,https://www.a1foundationcrackrepair.com/rhode-island,0,0,0.00,0,59500,"[18,18,18,27,63,18,18,18,100,100,81,81]",2026-01-10,"Video, People also ask, Related searches, AI overview",informational,Organic
how to repair cracked foundation,71,71,40,26,2.92,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.79,46400000,"[6,6,6,9,9,12,15,15,21,21,12,12]",2026-01-13,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how to repair cracked foundation,80,80,40,26,2.92,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.79,46400000,"[6,6,6,9,9,12,15,15,21,21,12,12]",2026-01-13,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
cracks cement basement floor,51,51,110,24,4.82,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/everything-you-needed-and-wanted-to-know-about-basement-floor-cracks,0,0,0.00,0.07,1420000,"[1,1,2,2,5,3,0,0,1,100,7,7]",2026-01-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
basement floor repair,49,49,1900,23,10.83,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.13,0,"[2,4,4,18,100,100,100,81,8,10,8,8]",2026-03-06,"Local pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
repair sandstone steps,88,88,50,19,4.72,https://www.a1foundationcrackrepair.com/residential-steps-repair,0,0,0.00,0.65,49100000,"[27,36,18,45,45,100,36,100,63,27,9,45]",2026-02-06,"Local pack, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
foundation repair rhode island,47,47,70,12,9.72,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0.91,9240000,"[28,35,50,35,28,64,50,100,78,78,50,35]",2026-01-31,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",commercial,Organic
lally column replacement,1,1,260,9,7.61,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/do-i-need-to-worry-about-replacing-a-rusted-lally-column,0,0,0.00,0.62,165000,"[18,29,22,29,29,22,43,100,81,66,66,66]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
lally column replacement,13,13,260,9,7.61,https://www.a1foundationcrackrepair.com/lp-lally-column-replacement,0,0,0.00,0.62,165000,"[18,29,22,29,29,22,43,100,81,66,66,66]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
lally column replacement,23,23,260,9,7.61,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/when-is-it-time-to-replace-my-lally-column,0,0,0.00,0.62,165000,"[18,29,22,29,29,22,43,100,81,66,66,66]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
lally column replacement,42,42,260,9,7.61,https://www.a1foundationcrackrepair.com/lally-column-replacement,0,0,0.00,0.62,165000,"[18,29,22,29,29,22,43,100,81,66,66,66]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
lally column replacement,48,48,260,9,7.61,https://www.a1foundationcrackrepair.com/lp-lally-column-replacement,0,0,0.00,0.62,165000,"[18,29,22,29,29,22,43,100,81,66,66,66]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
lally column replacement,78,78,260,9,7.61,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/do-i-need-to-worry-about-replacing-a-rusted-lally-column,0,0,0.00,0.62,165000,"[18,29,22,29,29,22,43,100,81,66,66,66]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
lally column replacement,91,91,260,9,7.61,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/do-i-need-to-worry-about-replacing-a-rusted-lally-column,0,0,0.00,0.62,165000,"[18,29,22,29,29,22,43,100,81,66,66,66]",2026-02-28,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
foundation crack sealing,17,17,260,5,4.25,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.99,19800000,"[1,29,1,15,5,36,36,100,81,66,54,54]",2026-02-08,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
foundation crack sealing,23,23,260,5,4.25,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.99,19800000,"[1,29,1,15,5,36,36,100,81,66,54,54]",2026-02-08,"Local pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
crack in floor,45,45,90,27,7.85,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,0,0,0.00,0.05,176000000,"[17,43,12,12,7,10,7,12,12,100,12,12]",2026-02-18,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
crack in floor,82,82,90,27,7.85,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,0,0,0.00,0.05,176000000,"[17,43,12,12,7,10,7,12,12,100,12,12]",2026-02-18,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
repairing crack in foundation,67,0,40,19,12.14,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0.54,200,"[0,1,0,1,2,2,3,2,3,3,1,0]",2026-03-08,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
repairing crack in foundation,90,0,40,19,12.14,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0.54,200,"[0,1,0,1,2,2,3,2,3,3,1,0]",2026-03-08,"Image pack, Video, Image, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
crack in poured concrete basement wall,39,39,30,3,4.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/basement-and-foundation-cracks-cause-foundation-leaks-boston,0,0,0.00,0.78,3270000,"[9,9,9,9,9,9,9,19,33,23,19,23]",2026-01-31,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
crack in poured concrete basement wall,70,70,30,3,4.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/basement-and-foundation-cracks-cause-foundation-leaks-boston,0,0,0.00,0.78,3270000,"[9,9,9,9,9,9,9,19,33,23,19,23]",2026-01-31,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
plumbing seal,1,1,210,23,0.55,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,1,59600000,"[12,12,54,23,12,7,12,19,100,29,19,19]",2026-03-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
nh dry basement,25,25,30,22,11.31,https://www.a1foundationcrackrepair.com/new-hampshire,0,0,0.00,0.55,2950000,"[7,7,7,42,7,7,7,7,7,7,7,7]",2026-03-05,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
foundation crack repair merrick,10,10,70,1,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,110000,"[100,100,71,71,71,100]",2026-02-02,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
foundation crack repair merrick,11,11,70,1,0.00,https://www.a1foundationcrackrepair.com/rhode-island,0,0,0.00,0,110000,"[100,100,71,71,71,100]",2026-02-02,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
foundation crack repair merrick,44,44,70,1,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,110000,"[100,100,71,71,71,100]",2026-02-02,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
foundation crack repair sag harbor,18,18,50,1,0.00,https://www.a1foundationcrackrepair.com/new-hampshire,0,0,0.00,0,186000,"[42,100,100]",2026-02-08,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
foundation crack repair sag harbor,48,48,50,1,0.00,https://www.a1foundationcrackrepair.com/residential-services,0,0,0.00,0,186000,"[42,100,100]",2026-02-08,"Local pack, Video, People also ask, Related searches, AI overview",commercial,Organic
leak repair charlotte nc,3,3,70,6,0.00,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/flex-seal-reviews-does-it-really-work-on-leaking-basement-wall-cracks-and-leaks-boston,0,0,0.00,0,1130000,"[0,35,50,35,35,50,50,100,78,50,35,28]",2026-02-23,"Knowledge panel, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,People also ask
foundation crack repair diy,31,31,40,20,1.78,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/creative-diy-remedies-for-foundation-crack-repair,0,0,0.00,0.9,7430000,"[100,57,57,71,42,42,28,71,100,57,57,57]",2026-01-13,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview","informational, transactional",Organic
concrete crack repair near me,84,84,1000,38,7.22,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.85,20200000,"[7,5,11,8,24,100,100,100,20,16,13,5]",2026-02-18,"Local pack, Video, People also ask, Related searches, AI overview",transactional,Organic
basement waterproofing framingham,12,12,40,0,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0.16,53900,"[18,18,18,18,18,18,36,100,63,45,18,18]",2026-01-09,"Knowledge panel, Video, People also ask, Related searches, AI overview",commercial,Organic
stair repairs,35,35,90,43,4.49,https://www.a1foundationcrackrepair.com/damaged-stairs,0,0,0.00,0.41,8280000,"[6,14,10,18,10,10,4,35,29,29,29,22]",2026-03-02,"Local pack, Image pack, Video, People also ask, Related searches, Short videos",commercial,Organic
stair repairs,47,47,90,43,4.49,https://www.a1foundationcrackrepair.com/damaged-stairs,0,0,0.00,0.41,8280000,"[6,14,10,18,10,10,4,35,29,29,29,22]",2026-03-02,"Local pack, Image pack, Video, People also ask, Related searches, Short videos",commercial,Organic
best options for fixing slab leaks southeastern massachusetts,36,36,70,3,0.00,https://www.a1foundationcrackrepair.com/,0,0,0.00,0,228000,"[9,100]",2026-02-26,"Video, People also ask, AI overview",commercial,Organic
column basement,25,25,140,18,1.01,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/lally-columns-what-you-should-and-should-not-use-boston-ma,0,0,0.00,0.92,20600000,"[66,42,80,80,52,33,66,66,66,66,66,52]",2026-01-29,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
column basement,90,90,140,18,1.01,https://www.a1foundationcrackrepair.com/lally-column-replacement,0,0,0.00,0.92,20600000,"[66,42,80,80,52,33,66,66,66,66,66,52]",2026-01-29,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches",informational,Organic
leak basement wall repair,81,81,110,13,13.90,https://www.a1foundationcrackrepair.com/foundation-crack-repair-basement-waterproofing-blog/how-to-fix-leaking-basement-walls,0,0,0.00,0.32,6760000,"[34,26,42,34,65,53,26,65,42,26,19,26]",2026-01-31,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
garage foundation crack,30,30,140,4,7.43,https://www.a1foundationcrackrepair.com/concrete-floor-cracks,0,0,0.00,0.57,9780000,"[2,1,1,100,1,2,0,1,100,0,0,1]",2026-01-31,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
concrete wall spalling,51,51,90,5,0.00,https://www.a1foundationcrackrepair.com/spalling-concrete,0,0,0.00,0.02,603000,"[14,14,14,100,78,78,78,78,78,78,78,14]",2026-02-15,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
