Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
type of building foundation,21,21,30,13,0.99,https://crackx.com/types-of-commercial-building-foundations/,0,0,0.00,0.03,1050000000,"[28,28,28,42,42,28,42,42,42,71,57,42]",2026-02-22,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
repair foundation wall cracks,35,35,50,28,5.98,https://crackx.com/fix-cracks-in-a-foundation-wall/,0,0,0.00,0.92,7890000,"[5,17,0,64,41,29,17,29,41,41,52,52]",2026-02-08,"Local pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
leak injection,25,25,70,7,5.03,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.08,32600000,"[52,52,64,23,52,82,82,5,17,0,0,5]",2026-01-23,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
crackedx,12,12,50,32,0.00,https://crackx.com/foundation-crack-repair-natick/,0,0,0.00,0,8920,"[0,100,0,66,0,0,0,0,0,66,52,0]",2026-01-08,"Sitelinks, Video, Image, Related searches",commercial,Organic
crackedx,19,19,50,32,0.00,https://crackx.com/services/,0,0,0.00,0,8920,"[0,100,0,66,0,0,0,0,0,66,52,0]",2026-01-08,"Sitelinks, Video, Image, Related searches",commercial,Organic
crackedx,78,78,50,32,0.00,https://crackx.com/blog/,0,0,0.00,0,8920,"[0,100,0,66,0,0,0,0,0,66,52,0]",2026-01-08,"Sitelinks, Video, Image, Related searches",commercial,Organic
best way to waterproof basement walls,69,69,260,27,2.64,https://crackx.com/waterproofing-basement-walls/,0,0,0.00,1,10100000,"[5,3,6,6,81,81,100,100,100,81,3,3]",2026-01-10,"Sitelinks, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
best way to waterproof basement walls,83,83,260,27,2.64,https://crackx.com/waterproofing-basement-walls/,0,0,0.00,1,10100000,"[5,3,6,6,81,81,100,100,100,81,3,3]",2026-01-10,"Sitelinks, Video, Featured snippet, Image, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
foundation repair mineola,1,1,50,6,0.00,https://crackx.com/foundation-repair/,0,0,0.00,0,214000,"[18,18,18,18,18,18,27,100,63,81,81,63]",2026-01-09,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches, AI overview",commercial,People also ask
foundation repiar,1,1,590,48,21.78,https://crackx.com/foundation-repair/,0,0,0.00,0.32,520000000,"[16,0,0,0,0,0,0,0,0,18,100,0]",2026-02-08,"Local pack, Video, Image, People also ask, Related searches",commercial,People also ask
burleson foundation crack repair,6,6,50,0,0.00,https://crackx.com/foundation-repair/,0,0,0.00,0,66800,"[0,0,18,18,18,18,18,81,81,81,81,100]",2026-02-16,"Local pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,People also ask
vertical cracks in concrete walls,1,1,390,13,2.90,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.91,10600000,"[7,7,10,81,81,100,81,100,81,7,7,15]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
vertical cracks in concrete walls,1,1,390,13,2.90,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.91,10600000,"[7,7,10,81,81,100,81,100,81,7,7,15]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
vertical cracks in concrete walls,1,1,390,13,2.90,https://crackx.com/signs-of-structural-damage-of-a-property/,0,0,0.00,0.91,10600000,"[7,7,10,81,81,100,81,100,81,7,7,15]",2026-02-26,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
repair crack in concrete floor,59,59,110,27,3.16,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.95,17200000,"[26,26,100,34,34,80,80,53,0,100,11,3]",2026-01-20,"Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
centex foundation repair austin tx,2,2,30,38,10.54,https://crackx.com/foundation-repair/,0,0,0.00,0.59,17000,"[18,100,18,18,18,18,18,18,18,18,18,18]",2026-02-28,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
clear epoxy grout,56,56,40,,0.74,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,1,4670000,"[27,36,45,45,45,36,27,45,45,27,45,36]",2026-01-22,"Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches, AI overview","commercial, informational",Organic
steel bulkhead,34,34,110,7,1.43,https://crackx.com/bulkhead-door-installation-of-maine/,0,0,0.00,0.62,6490000,"[34,26,26,26,53,42,53,42,100,53,42,42]",2026-01-15,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",commercial,Organic
foundation recovery systems ankeny,1,1,50,19,14.99,https://crackx.com/foundation-repair/,0,0,0.00,0.79,49800,"[0,18,18,18,100,100,18,100,18,18]",2026-02-15,"Knowledge panel, Sitelinks, Image, People also ask, Related searches","informational, navigational",People also ask
bulkhead fitting brass,4,4,50,1,0.91,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,0,0,0.00,1,2400000,"[0,42,42,71,71,57,71,100,100,100,71,71]",2026-03-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches","commercial, informational",People also ask
injection pump rebuilders near me,72,72,210,18,1.94,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.41,55000000,"[14,29,43,35,35,54,81,43,35,54,54,43]",2026-01-20,"Local pack, Sitelinks, People also ask, Related searches",transactional,Organic
crack in foundation floor,1,1,260,4,5.21,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.07,39900000,"[23,19,19,23,19,15,29,23,23,66,81,100]",2026-01-29,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,AI overview
crack in foundation floor,4,4,260,4,5.21,https://crackx.com/causes-of-floor-cracks/,0,0,0.00,0.07,39900000,"[23,19,19,23,19,15,29,23,23,66,81,100]",2026-01-29,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Image pack
crack in foundation floor,7,7,260,4,5.21,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.07,39900000,"[23,19,19,23,19,15,29,23,23,66,81,100]",2026-01-29,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, Discussions and forums, AI overview",informational,Organic
buffalo foundation repair,4,4,90,10,16.22,https://crackx.com/foundation-repair/,0,0,0.00,0.88,5490000,"[50,64,50,78,100,78,64,50,64,64,78,35]",2026-03-04,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches",navigational,People also ask
foundation cracks in walls,1,1,30,15,4.75,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.55,14500000,"[11,33,22,22,11,0,33,77,22,22,77,100]",2026-02-22,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,People also ask
foundation cracks in walls,90,90,30,15,4.75,https://crackx.com/fix-cracks-in-a-foundation-wall/,0,0,0.00,0.55,14500000,"[11,33,22,22,11,0,33,77,22,22,77,100]",2026-02-22,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
structural drywall cracks,2,2,40,9,1.64,https://crackx.com/identifying-structural-cracks/,0,0,0.00,0.5,2620000,"[26,42,26,19,11,7,11,15,11,11,7,7]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,People also ask
structural drywall cracks,2,2,40,9,1.64,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.5,2620000,"[26,42,26,19,11,7,11,15,11,11,7,7]",2026-01-20,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,People also ask
why is my concrete cracking,1,1,40,19,1.92,https://crackx.com/5-reasons-why-your-concrete-floor-is-cracking/,0,0,0.00,0.31,27800000,"[18,18,18,18,18,18,63,63,63,45,18,27]",2026-02-02,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,AI overview
cracked foundation repair cost,1,1,260,16,7.62,https://crackx.com/do-foundation-cracks-affect-home-value-what-you-should-know/,0,0,0.00,0.41,18900000,"[6,10,13,20,13,16,6,13,24,20,13,16]",2026-03-04,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview","commercial, informational",People also ask
foundation crack repair franklin square,33,33,90,2,0.00,https://crackx.com/natick-massachusetts/,0,0,0.00,0,1210000,"[11,100,26,26,15,26,19]",2026-02-04,"Local pack, People also ask",commercial,Organic
basement white mold,47,47,390,13,3.71,https://crackx.com/tips-to-identify-and-treat-mold-growth-in-basement/,0,0,0.00,0.31,19800000,"[17,21,21,39,32,39,88,48,48,48,32,21]",2026-01-26,"Image pack, Sitelinks, Video, Featured snippet, Image, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
foundation crack repair blue point,53,53,50,1,0.00,https://crackx.com/natick-massachusetts/,0,0,0.00,0,3750000,"[42,71,100]",2026-02-17,"Local pack, Video, Video Carousel, People also ask, AI overview","informational, transactional",Organic
replacement bilco doors,1,1,110,18,2.44,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-1/,0,0,0.00,1,69700,"[42,42,19,42,26,34,34,80,100,53,34,34]",2026-02-24,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,People also ask
replacement bilco doors,1,1,110,18,2.44,https://crackx.com/understanding-the-causes-of-a-leaking-bulkhead-part-2/,0,0,0.00,1,69700,"[42,42,19,42,26,34,34,80,100,53,34,34]",2026-02-24,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,People also ask
replacement bilco doors,70,70,110,18,2.44,https://crackx.com/bulkhead-test2/,0,0,0.00,1,69700,"[42,42,19,42,26,34,34,80,100,53,34,34]",2026-02-24,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
foundation crack repair head of the harbor,1,1,50,1,0.00,https://crackx.com/foundation-repair/,0,0,0.00,0,1980000,"[28,71,100]",2026-02-17,"Local pack, Video, People also ask, Related searches, AI overview",informational,People also ask
foundation crack repair head of the harbor,28,28,50,1,0.00,https://crackx.com/new-hampshire/,0,0,0.00,0,1980000,"[28,71,100]",2026-02-17,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
foundation crack repair head of the harbor,34,34,50,1,0.00,https://crackx.com/new-hampshire/,0,0,0.00,0,1980000,"[28,71,100]",2026-02-17,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
foundation crack repair southlake,66,66,40,0,0.00,https://crackx.com/natick-massachusetts/,0,0,0.00,0,74000,"[0,9,45,36,0,0,0,81,100,81,63,63]",2026-02-21,"Local pack, Video, Related searches",commercial,Organic
foundation crack repair southlake,93,93,40,0,0.00,https://crackx.com/natick-massachusetts/,0,0,0.00,0,74000,"[0,9,45,36,0,0,0,81,100,81,63,63]",2026-02-21,"Local pack, Video, Related searches",commercial,Organic
bulkhead cellar,62,62,50,25,1.14,https://crackx.com/bulkhead-test2/,0,0,0.00,0.88,186000,"[18,18,18,100,100,18,18,100,100,18,18,18]",2026-02-10,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
bulkhead cellar,91,91,50,25,1.14,https://crackx.com/how-to-seal-a-basement-bulkhead-door/,0,0,0.00,0.88,186000,"[18,18,18,100,100,18,18,100,100,18,18,18]",2026-02-10,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how much do stitches cost,93,93,590,19,9.58,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.01,43500000,"[72,59,48,59,72,17,48,72,48,48,48,59]",2026-01-22,"Sitelinks, Video, Featured snippet, Image, People also ask, Related searches",informational,Organic
why are there cracks in my walls,1,1,70,27,2.73,https://crackx.com/hairline-vs-structural-how-to-tell-what-type-of-foundation-floor-crack-you-have/,0,0,0.00,0.32,151,"[18,29,29,18,14,10,10,10,14,10,10,14]",2026-03-05,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
lone star foundation repair,4,4,110,23,7.54,https://crackx.com/foundation-repair/,0,0,0.00,0.29,2650000,"[15,21,21,28,28,28,34,53,43,43,43,28]",2026-02-11,"Local pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, navigational",People also ask
patching basement floor,27,27,30,12,1.76,https://crackx.com/best-methods-for-repairing-cracked-basement-floors-in-new-england-homes/,0,0,0.00,0.97,10300000,"[9,9,9,9,9,9,9,19,14,33,14,14]",2026-01-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
patching basement floor,93,93,30,12,1.76,https://crackx.com/repair-basement-floor-cracks/,0,0,0.00,0.97,10300000,"[9,9,9,9,9,9,9,19,14,33,14,14]",2026-01-25,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
steel bulkhead basement door,19,19,50,9,0.00,https://crackx.com/bulkhead-test2/,0,0,0.00,0.01,264000,"[18,18,18,18,18,18,18,18,100,100,100,100]",2026-01-10,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
steel bulkhead basement door,59,59,50,9,0.00,https://crackx.com/bulkhead-door-installation-of-maine/,0,0,0.00,0.01,264000,"[18,18,18,18,18,18,18,18,100,100,100,100]",2026-01-10,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
foundation repair tallahassee,4,4,140,10,30.89,https://crackx.com/foundation-repair/,0,0,0.00,0.49,933000,"[34,34,34,34,43,43,43,34,100,53,65,53]",2026-01-17,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",commercial,People also ask
garage floor coating options,56,56,260,26,3.54,https://crackx.com/garage-floor-coating-options/,0,0,0.00,1,9340000,"[7,12,23,29,23,36,44,44,44,36,36,29]",2026-02-17,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, AI overview",commercial,Organic
cracks and crevices,77,77,210,27,10.35,https://crackx.com/how-to-know-if-a-crack-in-your-wall-is-serious/,0,0,0.00,0.06,7400000,"[35,53,53,53,66,66,35,43,43,66,35,53]",2026-01-06,"Knowledge panel, Sitelinks, Video, Featured video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
cost of a sump pump replacement,98,98,170,21,7.59,https://crackx.com/elevator-pit-crack-repair-in-natick-ma-that-lasts/,0,0,0.00,0.63,13500000,"[7,100,15,4,4,23,4,15,1,1,23,3]",2026-01-20,"Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
american foundation repair,2,2,170,18,5.23,https://crackx.com/foundation-repair/,0,0,0.00,0.3,270000000,"[34,34,43,53,53,43,53,65,65,53,81,43]",2026-01-19,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,People also ask
seepage of water,75,75,50,10,10.71,https://crackx.com/what-causes-water-seepage-in-the-basement-and-how-to-stop-it/,0,0,0.00,0.19,8070000,"[17,7,17,23,17,17,17,5,7,2,17,2]",2026-02-02,"Image pack, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
